C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_38_891.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_38_891.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_38_891.jpg, 0, 0, 0, 7.833693E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_38_991.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_38_991.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_38_991.jpg, 0, 0, 0, 7.961504E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_094.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_094.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_094.jpg, 0, 0, 0, 8.102737E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_197.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_197.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_197.jpg, 0, 0, 0, 7.889501E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_301.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_301.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_301.jpg, 0, 0, 0, 7.831791E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_402.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_402.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_402.jpg, 0, 0, 0, 7.815195E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_502.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_502.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_502.jpg, 0, 0, 0, 7.80867E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_606.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_606.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_606.jpg, 0, 0, 0, 7.822484E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_709.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_709.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_709.jpg, 0, 0, 0, 7.83325E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_811.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_811.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_811.jpg, 0, 0, 0, 7.799283E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_39_913.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_39_913.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_39_913.jpg, 0, 0, 0, 7.808295E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_016.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_016.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_016.jpg, 0, 0, 0, 7.77657E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_117.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_117.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_117.jpg, 0, 0, 0, 7.814216E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_219.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_219.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_219.jpg, 0, 0, 0, 7.832564E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_320.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_320.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_320.jpg, 0, 0, 0, 7.838477E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_426.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_426.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_426.jpg, 0, 0, 0, 7.823468E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_526.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_526.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_526.jpg, 0, 0, 0, 7.820327E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_629.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_629.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_629.jpg, 0, 0, 0, 7.862586E-05
C:\Users\Premium\Desktop\neural network\data\IMG\center_2020_04_18_12_09_40_733.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\left_2020_04_18_12_09_40_733.jpg, C:\Users\Premium\Desktop\neural network\data\IMG\right_2020_04_18_12_09_40_733.jpg, 0, 0, 0, 8.059846E-05
